Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month,DayOfWeek
827-26-2100,a,yangon,member,male,home and lifestyle,0.264,0.889,0.328,0.328,2019-03-21,16:21,ewallet,0.328,0.0,0.328,0.8,March,Thursday
175-54-2529,a,yangon,member,male,food and beverages,0.135,0.778,0.187,0.187,2019-03-03,17:01,credit card,0.187,0.0,0.187,0.933,March,Sunday
139-52-2867,c,naypyitaw,normal,female,fashion accessories,0.138,0.667,0.164,0.164,2019-02-13,10:50,credit card,0.164,0.0,0.164,0.133,February,Wednesday
407-63-8975,a,yangon,normal,male,food and beverages,0.71,0.556,0.483,0.483,2019-03-23,19:16,ewallet,0.483,0.0,0.483,0.067,March,Saturday
342-65-4817,c,naypyitaw,member,male,health and beauty,0.854,0.222,0.279,0.279,2019-01-28,16:47,ewallet,0.279,0.0,0.279,0.983,January,Monday
130-98-8941,c,naypyitaw,normal,male,fashion accessories,0.603,0.667,0.491,0.491,2019-02-09,10:00,cash,0.491,0.0,0.491,0.283,February,Saturday
434-83-9547,c,naypyitaw,member,male,food and beverages,0.316,0.778,0.332,0.332,2019-01-23,11:51,cash,0.332,0.0,0.332,0.617,January,Wednesday
851-28-6367,a,yangon,member,male,sports and travel,0.06,1.0,0.162,0.162,2019-03-23,10:55,ewallet,0.162,0.0,0.162,0.667,March,Saturday
824-88-3614,c,naypyitaw,normal,male,health and beauty,0.27,0.778,0.295,0.295,2019-01-25,15:00,ewallet,0.295,0.0,0.295,0.283,January,Friday
586-25-0848,a,yangon,normal,female,sports and travel,0.025,0.667,0.085,0.085,2019-03-04,11:19,credit card,0.085,0.0,0.085,0.45,March,Monday
895-66-0685,b,mandalay,member,male,food and beverages,0.089,0.222,0.049,0.049,2019-03-05,19:46,ewallet,0.049,0.0,0.049,0.667,March,Tuesday
305-14-0245,b,mandalay,member,female,home and lifestyle,0.939,0.778,0.832,0.832,2019-03-03,19:00,ewallet,0.832,0.0,0.832,0.583,March,Sunday
732-04-5373,b,mandalay,member,male,home and lifestyle,0.405,0.333,0.196,0.196,2019-02-08,10:53,cash,0.196,0.0,0.196,0.5,February,Friday
400-60-7251,a,yangon,normal,male,home and lifestyle,0.712,0.0,0.071,0.071,2019-02-10,12:50,ewallet,0.071,0.0,0.071,0.983,February,Sunday
593-65-1552,c,naypyitaw,normal,female,home and lifestyle,0.665,0.333,0.3,0.3,2019-01-28,20:50,credit card,0.3,0.0,0.3,0.317,January,Monday
284-34-9626,b,mandalay,normal,female,home and lifestyle,0.745,0.222,0.247,0.247,2019-02-11,10:39,credit card,0.247,0.0,0.247,0.533,February,Monday
437-58-8131,b,mandalay,normal,female,fashion accessories,0.706,0.111,0.153,0.153,2019-01-15,13:41,ewallet,0.153,0.0,0.153,0.1,January,Tuesday
286-43-6208,c,naypyitaw,normal,female,food and beverages,0.865,0.889,0.87,0.87,2019-03-16,19:08,cash,0.87,0.0,0.87,0.867,March,Saturday
641-43-2399,b,mandalay,normal,male,home and lifestyle,0.172,0.333,0.103,0.103,2019-01-26,20:23,ewallet,0.103,0.0,0.103,0.283,January,Saturday
831-07-6050,a,yangon,normal,male,electronic accessories,0.252,0.444,0.171,0.171,2019-03-19,11:30,credit card,0.171,0.0,0.171,0.983,March,Tuesday
556-86-3144,c,naypyitaw,member,female,fashion accessories,0.714,0.0,0.072,0.072,2019-01-13,19:30,cash,0.072,0.0,0.072,0.167,January,Sunday
848-24-9445,c,naypyitaw,member,male,health and beauty,0.374,0.111,0.086,0.086,2019-03-26,18:03,cash,0.086,0.0,0.086,0.15,March,Tuesday
856-22-8149,a,yangon,normal,female,home and lifestyle,0.169,0.0,0.017,0.017,2019-03-23,10:13,ewallet,0.017,0.0,0.017,0.35,March,Saturday
699-01-4164,c,naypyitaw,normal,male,health and beauty,0.35,0.333,0.174,0.174,2019-03-12,19:58,credit card,0.174,0.0,0.174,0.7,March,Tuesday
420-11-4919,c,naypyitaw,member,female,food and beverages,0.682,0.444,0.387,0.387,2019-02-17,19:57,credit card,0.387,0.0,0.387,0.25,February,Sunday
606-80-4905,c,naypyitaw,member,female,sports and travel,0.101,0.556,0.117,0.117,2019-01-29,10:01,credit card,0.117,0.0,0.117,0.467,January,Tuesday
542-41-0513,b,mandalay,member,female,electronic accessories,0.527,0.333,0.245,0.245,2019-03-15,11:57,cash,0.245,0.0,0.245,0.433,March,Friday
426-39-2418,c,naypyitaw,normal,male,electronic accessories,0.571,0.667,0.468,0.468,2019-01-14,10:02,cash,0.468,0.0,0.468,0.967,January,Monday
875-46-5808,b,mandalay,member,male,health and beauty,0.176,1.0,0.278,0.278,2019-02-06,14:51,ewallet,0.278,0.0,0.278,0.783,February,Wednesday
394-43-4238,b,mandalay,member,male,home and lifestyle,0.086,0.444,0.088,0.088,2019-02-15,12:42,credit card,0.088,0.0,0.088,0.233,February,Friday
749-24-1565,a,yangon,normal,female,health and beauty,0.144,0.889,0.22,0.22,2019-01-03,12:02,ewallet,0.22,0.0,0.22,0.65,January,Thursday
672-51-8681,c,naypyitaw,member,female,electronic accessories,0.629,0.889,0.658,0.658,2019-01-04,18:19,credit card,0.658,0.0,0.658,0.95,January,Friday
263-87-5680,c,naypyitaw,member,female,home and lifestyle,0.205,1.0,0.307,0.307,2019-03-18,17:38,ewallet,0.307,0.0,0.307,0.633,March,Monday
573-58-9734,b,mandalay,normal,female,fashion accessories,0.226,0.222,0.09,0.09,2019-03-28,13:41,ewallet,0.09,0.0,0.09,0.183,March,Thursday
817-69-8206,b,mandalay,normal,female,electronic accessories,0.997,0.889,0.99,0.99,2019-03-02,19:42,credit card,0.99,0.0,0.99,0.417,March,Saturday
888-02-0338,a,yangon,normal,male,electronic accessories,0.18,0.889,0.252,0.252,2019-01-25,20:24,ewallet,0.252,0.0,0.252,0.317,January,Friday
677-11-0152,c,naypyitaw,normal,female,food and beverages,0.925,0.889,0.925,0.925,2019-01-16,18:08,cash,0.925,0.0,0.925,0.8,January,Wednesday
142-63-6033,b,mandalay,normal,male,home and lifestyle,0.915,0.444,0.504,0.504,2019-03-20,19:17,ewallet,0.504,0.0,0.504,0.15,March,Wednesday
656-16-1063,b,mandalay,normal,male,sports and travel,0.404,0.222,0.144,0.144,2019-01-04,13:24,credit card,0.144,0.0,0.144,0.067,January,Friday
891-58-8335,b,mandalay,member,female,sports and travel,0.217,0.667,0.22,0.22,2019-03-11,15:53,cash,0.22,0.0,0.22,0.417,March,Monday
802-43-8934,a,yangon,normal,male,home and lifestyle,0.091,0.0,0.009,0.009,2019-03-22,15:05,credit card,0.009,0.0,0.009,0.717,March,Friday
560-30-5617,b,mandalay,normal,female,sports and travel,0.163,0.444,0.127,0.127,2019-03-24,18:27,cash,0.127,0.0,0.127,0.75,March,Sunday
319-74-2561,a,yangon,member,female,electronic accessories,0.941,0.222,0.305,0.305,2019-02-21,16:55,cash,0.305,0.0,0.305,0.25,February,Thursday
549-03-9315,b,mandalay,normal,male,fashion accessories,0.943,0.778,0.835,0.835,2019-02-12,12:58,ewallet,0.835,0.0,0.835,0.783,February,Tuesday
790-29-1172,b,mandalay,normal,female,food and beverages,0.526,0.222,0.181,0.181,2019-03-10,18:59,credit card,0.181,0.0,0.181,0.65,March,Sunday
239-36-3640,b,mandalay,normal,male,electronic accessories,0.392,0.556,0.292,0.292,2019-01-31,13:44,ewallet,0.292,0.0,0.292,0.35,January,Thursday
468-01-2051,b,mandalay,normal,male,food and beverages,0.579,0.667,0.473,0.473,2019-03-06,13:46,ewallet,0.473,0.0,0.473,0.233,March,Wednesday
389-25-3394,c,naypyitaw,normal,male,electronic accessories,0.019,0.444,0.055,0.055,2019-02-17,18:06,cash,0.055,0.0,0.055,0.9,February,Sunday
279-62-1445,c,naypyitaw,member,female,fashion accessories,0.027,0.0,0.003,0.003,2019-02-21,12:38,cash,0.003,0.0,0.003,0.7,February,Thursday
213-72-6612,a,yangon,normal,male,food and beverages,0.369,0.111,0.085,0.085,2019-03-20,15:56,cash,0.085,0.0,0.085,0.367,March,Wednesday
746-68-6593,c,naypyitaw,member,female,sports and travel,0.858,0.111,0.183,0.183,2019-01-11,14:29,credit card,0.183,0.0,0.183,0.95,January,Friday
836-82-5858,b,mandalay,member,male,health and beauty,0.66,0.889,0.685,0.685,2019-01-26,19:14,ewallet,0.685,0.0,0.685,0.0,January,Saturday
583-72-1480,c,naypyitaw,member,male,electronic accessories,0.3,0.333,0.154,0.154,2019-01-31,16:24,ewallet,0.154,0.0,0.154,0.95,January,Thursday
466-61-5506,b,mandalay,member,female,electronic accessories,0.897,0.556,0.596,0.596,2019-02-26,10:52,cash,0.596,0.0,0.596,0.217,February,Tuesday
721-86-6247,a,yangon,normal,female,home and lifestyle,0.593,0.778,0.555,0.555,2019-03-11,12:55,ewallet,0.555,0.0,0.555,0.567,March,Monday
289-65-5721,b,mandalay,normal,female,fashion accessories,0.793,0.111,0.17,0.17,2019-01-26,19:28,cash,0.17,0.0,0.17,0.417,January,Saturday
545-46-3100,b,mandalay,member,female,electronic accessories,0.006,0.222,0.024,0.024,2019-03-12,13:52,credit card,0.024,0.0,0.024,0.783,March,Tuesday
418-02-5978,b,mandalay,normal,female,health and beauty,0.823,0.889,0.833,0.833,2019-02-11,10:54,cash,0.833,0.0,0.833,0.667,February,Monday
269-04-5750,b,mandalay,member,male,fashion accessories,0.709,0.333,0.318,0.318,2019-02-21,18:31,cash,0.318,0.0,0.318,0.45,February,Thursday
157-13-5295,a,yangon,member,male,health and beauty,0.466,1.0,0.568,0.568,2019-03-09,18:24,ewallet,0.568,0.0,0.568,0.417,March,Saturday
645-78-8093,a,yangon,normal,female,sports and travel,0.924,0.111,0.196,0.196,2019-01-20,18:09,ewallet,0.196,0.0,0.196,0.017,January,Sunday
211-30-9270,c,naypyitaw,normal,male,health and beauty,0.082,0.444,0.086,0.086,2019-01-28,15:16,credit card,0.086,0.0,0.086,0.15,January,Monday
755-12-3214,c,naypyitaw,member,female,fashion accessories,0.38,0.444,0.235,0.235,2019-03-05,17:07,credit card,0.235,0.0,0.235,0.767,March,Tuesday
346-84-3103,b,mandalay,member,female,electronic accessories,0.035,0.444,0.062,0.062,2019-03-02,19:26,cash,0.062,0.0,0.062,0.05,March,Saturday
478-06-7835,a,yangon,normal,male,fashion accessories,0.886,0.0,0.089,0.089,2019-01-11,11:20,ewallet,0.089,0.0,0.089,0.15,January,Friday
540-11-4336,a,yangon,normal,male,food and beverages,0.165,0.889,0.239,0.239,2019-01-11,16:49,credit card,0.239,0.0,0.239,0.267,January,Friday
448-81-5016,a,yangon,normal,male,health and beauty,0.553,0.111,0.122,0.122,2019-03-11,12:01,credit card,0.122,0.0,0.122,0.3,March,Monday
142-72-4741,c,naypyitaw,member,male,fashion accessories,0.925,0.111,0.197,0.197,2019-02-28,18:37,credit card,0.197,0.0,0.197,0.333,February,Thursday
217-58-1179,a,yangon,member,male,home and lifestyle,0.585,0.333,0.268,0.268,2019-01-05,11:25,cash,0.268,0.0,0.268,0.033,January,Saturday
376-02-8238,b,mandalay,normal,male,home and lifestyle,0.932,0.778,0.826,0.826,2019-02-02,18:42,credit card,0.826,0.0,0.826,0.717,February,Saturday
530-90-9855,a,yangon,member,male,home and lifestyle,0.417,0.778,0.413,0.413,2019-01-01,14:47,cash,0.413,0.0,0.413,0.283,January,Tuesday
866-05-7563,b,mandalay,member,female,electronic accessories,0.794,0.222,0.261,0.261,2019-02-09,19:43,cash,0.261,0.0,0.261,0.133,February,Saturday
604-70-6476,a,yangon,member,male,fashion accessories,0.087,0.444,0.089,0.089,2019-01-23,14:04,ewallet,0.089,0.0,0.089,0.467,January,Wednesday
799-71-1548,a,yangon,member,male,electronic accessories,0.753,0.333,0.335,0.335,2019-01-07,16:11,credit card,0.335,0.0,0.335,0.8,January,Monday
785-13-7708,b,mandalay,normal,male,food and beverages,0.701,0.667,0.559,0.559,2019-01-14,19:06,credit card,0.559,0.0,0.559,0.033,January,Monday
845-51-0542,b,mandalay,member,male,food and beverages,0.406,0.889,0.456,0.456,2019-02-02,15:34,ewallet,0.456,0.0,0.456,0.4,February,Saturday
662-47-5456,c,naypyitaw,member,male,fashion accessories,0.279,1.0,0.381,0.381,2019-03-17,19:06,credit card,0.381,0.0,0.381,0.733,March,Sunday
883-17-4236,c,naypyitaw,normal,female,sports and travel,0.048,0.111,0.021,0.021,2019-03-02,19:44,credit card,0.021,0.0,0.021,0.533,March,Saturday
290-68-2984,a,yangon,normal,male,home and lifestyle,0.152,0.333,0.095,0.095,2019-03-16,11:22,cash,0.095,0.0,0.095,0.2,March,Saturday
704-11-6354,a,yangon,member,male,home and lifestyle,0.543,0.778,0.514,0.514,2019-01-06,11:23,cash,0.514,0.0,0.514,0.817,January,Sunday
110-48-7033,b,mandalay,member,male,fashion accessories,0.251,0.333,0.134,0.134,2019-01-29,14:12,cash,0.134,0.0,0.134,0.833,January,Tuesday
366-93-0948,a,yangon,member,male,electronic accessories,0.626,0.0,0.063,0.063,2019-01-31,10:46,credit card,0.063,0.0,0.063,0.95,January,Thursday
729-09-9681,a,yangon,member,male,home and lifestyle,0.176,0.556,0.162,0.162,2019-02-05,10:16,ewallet,0.162,0.0,0.162,0.783,February,Tuesday
151-16-1484,a,yangon,member,male,electronic accessories,0.247,0.333,0.133,0.133,2019-02-13,12:38,ewallet,0.133,0.0,0.133,0.417,February,Wednesday
380-94-4661,c,naypyitaw,member,male,electronic accessories,0.621,0.333,0.283,0.283,2019-02-07,13:05,credit card,0.283,0.0,0.283,0.483,February,Thursday
850-41-9669,a,yangon,normal,female,electronic accessories,0.723,0.889,0.742,0.742,2019-03-19,13:25,ewallet,0.742,0.0,0.742,0.367,March,Tuesday
821-07-3596,c,naypyitaw,normal,female,fashion accessories,0.071,0.333,0.062,0.062,2019-03-07,14:53,ewallet,0.062,0.0,0.062,0.267,March,Thursday
655-85-5130,b,mandalay,member,female,fashion accessories,0.314,0.333,0.16,0.16,2019-03-13,19:22,cash,0.16,0.0,0.16,0.283,March,Wednesday
447-15-7839,a,yangon,member,female,sports and travel,0.135,1.0,0.237,0.237,2019-02-09,11:00,cash,0.237,0.0,0.237,0.033,February,Saturday
154-74-7179,b,mandalay,normal,male,sports and travel,0.494,0.0,0.049,0.049,2019-02-26,19:24,ewallet,0.049,0.0,0.049,0.65,February,Tuesday
253-12-6086,a,yangon,member,female,sports and travel,0.983,0.667,0.757,0.757,2019-03-12,12:43,credit card,0.757,0.0,0.757,0.783,March,Tuesday
808-65-0703,c,naypyitaw,normal,male,home and lifestyle,0.282,0.333,0.147,0.147,2019-03-14,17:22,credit card,0.147,0.0,0.147,0.483,March,Thursday
571-94-0759,b,mandalay,member,female,food and beverages,0.718,1.0,0.821,0.821,2019-01-08,20:55,cash,0.821,0.0,0.821,0.917,January,Tuesday
144-51-6085,a,yangon,member,male,home and lifestyle,0.675,0.333,0.304,0.304,2019-01-05,16:05,credit card,0.304,0.0,0.304,0.067,January,Saturday
731-14-2199,a,yangon,member,female,home and lifestyle,0.283,1.0,0.385,0.385,2019-01-04,13:34,ewallet,0.385,0.0,0.385,0.5,January,Friday
783-09-1637,b,mandalay,normal,female,sports and travel,0.638,0.444,0.365,0.365,2019-03-06,18:13,ewallet,0.365,0.0,0.365,0.383,March,Wednesday
687-15-1097,c,naypyitaw,member,female,health and beauty,0.123,0.111,0.036,0.036,2019-01-03,19:17,cash,0.036,0.0,0.036,0.95,January,Thursday
126-54-1082,a,yangon,member,female,home and lifestyle,0.128,0.889,0.205,0.205,2019-01-07,11:44,credit card,0.205,0.0,0.205,0.8,January,Monday
633-91-1052,a,yangon,normal,female,home and lifestyle,0.022,0.111,0.015,0.015,2019-01-27,15:51,cash,0.015,0.0,0.015,0.183,January,Sunday
477-24-6490,b,mandalay,normal,female,health and beauty,0.997,0.556,0.656,0.656,2019-02-26,16:52,ewallet,0.656,0.0,0.656,0.65,February,Tuesday
566-19-5475,b,mandalay,normal,male,fashion accessories,0.422,0.667,0.363,0.363,2019-01-07,20:52,cash,0.363,0.0,0.363,0.367,January,Monday
526-86-8552,c,naypyitaw,member,female,home and lifestyle,0.131,1.0,0.232,0.232,2019-01-07,17:36,cash,0.232,0.0,0.232,0.517,January,Monday
376-56-3573,c,naypyitaw,normal,female,fashion accessories,0.949,0.333,0.414,0.414,2019-02-02,13:23,ewallet,0.414,0.0,0.414,0.4,February,Saturday
537-72-0426,c,naypyitaw,member,male,fashion accessories,0.678,1.0,0.781,0.781,2019-03-20,16:28,cash,0.781,0.0,0.781,0.283,March,Wednesday
828-61-5674,a,yangon,member,male,sports and travel,0.378,1.0,0.48,0.48,2019-03-20,19:57,credit card,0.48,0.0,0.48,0.933,March,Wednesday
136-08-6195,a,yangon,normal,female,home and lifestyle,0.666,0.778,0.613,0.613,2019-02-15,17:01,credit card,0.613,0.0,0.613,0.4,February,Friday
523-38-0215,c,naypyitaw,normal,male,home and lifestyle,0.3,0.0,0.03,0.03,2019-03-06,13:29,credit card,0.03,0.0,0.03,0.65,March,Wednesday
490-29-1201,a,yangon,normal,female,sports and travel,0.059,0.0,0.006,0.006,2019-01-06,11:09,cash,0.006,0.0,0.006,0.417,January,Sunday
667-92-0055,a,yangon,member,male,health and beauty,0.999,0.556,0.657,0.657,2019-03-04,15:02,ewallet,0.657,0.0,0.657,0.75,March,Monday
565-17-3836,a,yangon,member,female,health and beauty,0.418,0.333,0.201,0.201,2019-03-12,14:21,cash,0.201,0.0,0.201,0.85,March,Tuesday
498-41-1961,b,mandalay,normal,male,health and beauty,0.63,0.444,0.361,0.361,2019-02-20,18:01,cash,0.361,0.0,0.361,0.6,February,Wednesday
593-95-4461,c,naypyitaw,member,male,home and lifestyle,0.721,0.0,0.072,0.072,2019-03-24,14:49,cash,0.072,0.0,0.072,0.483,March,Sunday
226-71-3580,c,naypyitaw,normal,female,sports and travel,0.152,0.889,0.227,0.227,2019-01-31,12:02,cash,0.227,0.0,0.227,0.917,January,Thursday
283-79-9594,b,mandalay,normal,female,food and beverages,0.428,0.667,0.367,0.367,2019-01-25,13:30,credit card,0.367,0.0,0.367,0.2,January,Friday
430-60-3493,a,yangon,member,female,home and lifestyle,0.943,0.667,0.73,0.73,2019-02-03,14:38,cash,0.73,0.0,0.73,0.033,February,Sunday
139-20-0155,b,mandalay,member,male,electronic accessories,0.336,1.0,0.438,0.438,2019-01-24,17:37,credit card,0.438,0.0,0.438,0.5,January,Thursday
558-80-4082,c,naypyitaw,normal,male,electronic accessories,0.198,0.667,0.206,0.206,2019-03-14,17:20,ewallet,0.206,0.0,0.206,0.333,March,Thursday
278-97-7759,a,yangon,member,female,electronic accessories,0.583,0.0,0.058,0.058,2019-02-18,20:29,cash,0.058,0.0,0.058,0.117,February,Monday
316-68-6352,a,yangon,member,female,food and beverages,0.292,0.111,0.07,0.07,2019-01-21,10:00,cash,0.07,0.0,0.07,0.517,January,Monday
585-03-5943,b,mandalay,normal,male,health and beauty,0.089,1.0,0.191,0.191,2019-03-13,11:46,ewallet,0.191,0.0,0.191,0.317,March,Wednesday
211-05-0490,c,naypyitaw,member,female,electronic accessories,0.466,0.444,0.278,0.278,2019-03-03,13:42,cash,0.278,0.0,0.278,0.583,March,Sunday
727-75-6477,c,naypyitaw,normal,male,electronic accessories,0.209,0.333,0.117,0.117,2019-03-29,14:44,cash,0.117,0.0,0.117,0.4,March,Friday
744-02-5987,a,yangon,member,male,home and lifestyle,0.76,0.556,0.513,0.513,2019-01-10,14:16,ewallet,0.513,0.0,0.513,0.3,January,Thursday
307-83-9164,a,yangon,member,male,home and lifestyle,0.556,0.333,0.256,0.256,2019-01-25,15:54,cash,0.256,0.0,0.256,0.083,January,Friday
779-06-0012,c,naypyitaw,member,female,home and lifestyle,0.874,0.0,0.088,0.088,2019-01-19,10:21,cash,0.088,0.0,0.088,0.617,January,Saturday
446-47-6729,c,naypyitaw,normal,male,fashion accessories,0.998,0.111,0.211,0.211,2019-01-02,18:09,credit card,0.211,0.0,0.211,0.45,January,Wednesday
573-10-3877,b,mandalay,member,male,health and beauty,0.322,0.0,0.032,0.032,2019-03-12,16:46,credit card,0.032,0.0,0.032,0.117,March,Tuesday
735-06-4124,c,naypyitaw,normal,male,food and beverages,0.429,0.0,0.043,0.043,2019-02-25,15:31,cash,0.043,0.0,0.043,0.067,February,Monday
439-54-7422,a,yangon,normal,female,electronic accessories,0.457,0.333,0.217,0.217,2019-03-18,17:15,credit card,0.217,0.0,0.217,0.117,March,Monday
396-90-2219,b,mandalay,normal,female,electronic accessories,0.054,0.778,0.122,0.122,2019-02-23,12:29,cash,0.122,0.0,0.122,0.767,February,Saturday
411-77-0180,a,yangon,member,male,electronic accessories,0.691,0.667,0.553,0.553,2019-03-26,20:14,ewallet,0.553,0.0,0.553,0.05,March,Tuesday
286-01-5402,a,yangon,normal,female,sports and travel,0.335,0.667,0.303,0.303,2019-03-30,13:22,cash,0.303,0.0,0.303,0.933,March,Saturday
803-17-8013,a,yangon,member,female,home and lifestyle,0.876,0.778,0.781,0.781,2019-02-17,17:09,cash,0.781,0.0,0.781,0.017,February,Sunday
512-98-1403,a,yangon,member,female,electronic accessories,0.182,0.222,0.077,0.077,2019-03-21,10:40,ewallet,0.077,0.0,0.077,0.117,March,Thursday
848-42-2560,a,yangon,normal,female,fashion accessories,0.799,0.111,0.171,0.171,2019-03-05,17:43,cash,0.171,0.0,0.171,0.633,March,Tuesday
532-59-7201,b,mandalay,member,male,sports and travel,0.777,0.556,0.524,0.524,2019-01-31,14:04,cash,0.524,0.0,0.524,0.25,January,Thursday
181-94-6432,c,naypyitaw,member,male,fashion accessories,0.659,0.111,0.143,0.143,2019-02-05,19:05,ewallet,0.143,0.0,0.143,0.95,February,Tuesday
870-76-1733,a,yangon,member,female,food and beverages,0.046,0.444,0.068,0.068,2019-02-01,10:08,credit card,0.068,0.0,0.068,0.067,February,Friday
423-64-4619,a,yangon,member,female,health and beauty,0.061,0.889,0.145,0.145,2019-03-07,13:12,cash,0.145,0.0,0.145,0.167,March,Thursday
227-07-4446,c,naypyitaw,member,female,electronic accessories,0.757,1.0,0.86,0.86,2019-02-10,20:51,cash,0.86,0.0,0.86,0.067,February,Sunday
174-36-3675,c,naypyitaw,member,male,food and beverages,0.993,0.111,0.21,0.21,2019-02-14,17:29,cash,0.21,0.0,0.21,0.2,February,Thursday
428-83-5800,c,naypyitaw,member,female,food and beverages,0.122,0.222,0.059,0.059,2019-02-09,10:25,cash,0.059,0.0,0.059,0.55,February,Saturday
603-07-0961,c,naypyitaw,member,male,electronic accessories,0.72,0.444,0.406,0.406,2019-01-10,11:34,cash,0.406,0.0,0.406,0.15,January,Thursday
704-20-4138,c,naypyitaw,member,female,health and beauty,0.218,0.667,0.22,0.22,2019-03-11,18:58,credit card,0.22,0.0,0.22,0.683,March,Monday
787-15-1757,c,naypyitaw,member,male,health and beauty,0.378,0.333,0.185,0.185,2019-02-18,16:28,ewallet,0.185,0.0,0.185,0.733,February,Monday
649-11-3678,c,naypyitaw,normal,female,food and beverages,0.143,0.889,0.219,0.219,2019-02-26,20:26,cash,0.219,0.0,0.219,0.25,February,Tuesday
622-20-1945,c,naypyitaw,normal,female,health and beauty,0.326,0.0,0.033,0.033,2019-01-18,15:08,cash,0.033,0.0,0.033,0.733,January,Friday
372-94-8041,a,yangon,normal,male,health and beauty,0.058,0.556,0.091,0.091,2019-02-15,18:03,ewallet,0.091,0.0,0.091,0.967,February,Friday
563-91-7120,a,yangon,normal,female,fashion accessories,0.575,0.444,0.333,0.333,2019-03-08,13:21,cash,0.333,0.0,0.333,0.45,March,Friday
746-54-5508,a,yangon,normal,male,home and lifestyle,0.127,0.556,0.133,0.133,2019-01-17,12:48,credit card,0.133,0.0,0.133,0.9,January,Thursday
276-54-0879,b,mandalay,normal,male,sports and travel,0.975,0.333,0.425,0.425,2019-03-12,19:53,ewallet,0.425,0.0,0.425,0.4,March,Tuesday
815-11-1168,a,yangon,member,male,food and beverages,0.998,0.444,0.545,0.545,2019-03-09,19:09,cash,0.545,0.0,0.545,0.233,March,Saturday
719-76-3868,c,naypyitaw,member,male,food and beverages,0.937,0.333,0.409,0.409,2019-03-12,16:30,cash,0.409,0.0,0.409,0.767,March,Tuesday
730-61-8757,b,mandalay,member,male,health and beauty,0.457,0.333,0.217,0.217,2019-01-25,10:11,credit card,0.217,0.0,0.217,0.0,January,Friday
340-66-0321,a,yangon,member,male,electronic accessories,0.292,0.333,0.151,0.151,2019-03-25,13:07,cash,0.151,0.0,0.151,0.6,March,Monday
868-81-1752,b,mandalay,normal,male,home and lifestyle,0.133,0.889,0.21,0.21,2019-02-07,18:48,cash,0.21,0.0,0.21,0.467,February,Thursday
634-97-8956,a,yangon,normal,male,food and beverages,0.254,0.222,0.099,0.099,2019-02-17,17:27,credit card,0.099,0.0,0.099,0.85,February,Sunday
566-71-1091,a,yangon,normal,male,fashion accessories,0.745,0.444,0.418,0.418,2019-02-03,15:59,cash,0.418,0.0,0.418,0.25,February,Sunday
442-48-3607,a,yangon,member,male,food and beverages,0.149,0.111,0.041,0.041,2019-03-14,11:21,credit card,0.041,0.0,0.041,0.65,March,Thursday
835-16-0096,c,naypyitaw,member,male,sports and travel,0.051,0.444,0.071,0.071,2019-03-24,13:48,ewallet,0.071,0.0,0.071,0.75,March,Sunday
527-09-6272,a,yangon,member,female,electronic accessories,0.204,0.444,0.147,0.147,2019-03-21,10:17,credit card,0.147,0.0,0.147,0.85,March,Thursday
898-04-2717,a,yangon,normal,male,fashion accessories,0.738,0.889,0.756,0.756,2019-03-19,15:49,ewallet,0.756,0.0,0.756,0.583,March,Tuesday
692-27-8933,b,mandalay,normal,female,sports and travel,0.533,0.556,0.377,0.377,2019-02-24,13:02,cash,0.377,0.0,0.377,0.2,February,Sunday
633-09-3463,c,naypyitaw,normal,female,electronic accessories,0.418,0.222,0.148,0.148,2019-03-28,12:58,credit card,0.148,0.0,0.148,0.917,March,Thursday
374-17-3652,b,mandalay,member,female,food and beverages,0.364,0.889,0.419,0.419,2019-02-05,15:26,credit card,0.419,0.0,0.419,0.817,February,Tuesday
378-07-7001,b,mandalay,member,male,electronic accessories,0.423,0.222,0.15,0.15,2019-02-10,18:23,credit card,0.15,0.0,0.15,0.633,February,Sunday
433-75-6987,b,mandalay,member,female,health and beauty,0.511,0.667,0.426,0.426,2019-03-05,19:06,ewallet,0.426,0.0,0.426,0.817,March,Tuesday
873-95-4984,b,mandalay,member,female,health and beauty,0.743,0.667,0.589,0.589,2019-02-15,20:21,cash,0.589,0.0,0.589,0.617,February,Friday
416-13-5917,c,naypyitaw,normal,female,food and beverages,0.967,0.444,0.53,0.53,2019-01-30,16:24,ewallet,0.53,0.0,0.53,0.883,January,Wednesday
150-89-8043,a,yangon,normal,male,sports and travel,0.385,0.222,0.138,0.138,2019-02-14,15:04,cash,0.138,0.0,0.138,0.367,February,Thursday
135-84-8019,a,yangon,normal,female,fashion accessories,0.755,0.889,0.771,0.771,2019-02-27,16:10,ewallet,0.771,0.0,0.771,0.6,February,Wednesday
441-94-7118,a,yangon,member,male,electronic accessories,0.688,0.0,0.069,0.069,2019-02-04,12:14,cash,0.069,0.0,0.069,0.55,February,Monday
725-96-3778,c,naypyitaw,member,female,home and lifestyle,0.881,0.778,0.785,0.785,2019-01-20,10:13,cash,0.785,0.0,0.785,0.117,January,Sunday
531-80-1784,a,yangon,normal,male,electronic accessories,0.177,0.667,0.192,0.192,2019-03-28,17:38,cash,0.192,0.0,0.192,0.183,March,Thursday
400-45-1220,b,mandalay,normal,female,health and beauty,0.038,1.0,0.139,0.139,2019-02-27,11:06,credit card,0.139,0.0,0.139,0.133,February,Wednesday
